Latitude (decimal degrees):	6.160
Longitude (decimal degrees):	-75.580
Elevation (m):	1618
Radiation database:	PVGIS-ERA5


Slope: 90 deg. 
Azimuth: 90 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230102:0730,0.0,0.0,0.0,0.0,11.41,0.14,0.0
20230102:0830,0.0,0.0,0.0,0.0,11.55,0.14,0.0
20230102:0930,0.0,0.0,0.0,0.0,11.16,0.14,0.0
20230102:1030,0.0,0.0,0.0,0.0,11.2,0.21,0.0
20230102:1130,0.0,5.77,1.62,3.05,11.37,0.21,0.0
20230102:1230,0.0,25.38,7.13,16.6,11.62,0.14,0.0
20230102:1330,0.0,43.77,12.29,29.73,13.01,0.07,0.0
20230102:1430,0.0,51.12,14.36,42.02,14.56,0.62,0.0
20230102:1530,0.0,60.43,16.97,52.6,16.31,0.55,0.0
20230102:1630,0.0,83.47,23.44,59.6,17.64,0.41,0.0
20230102:1730,60.95,79.78,72.49,60.34,17.96,0.48,0.0
20230102:1830,156.45,109.37,57.25,54.42,18.41,0.55,0.0
20230102:1930,249.92,108.49,47.69,44.38,18.56,0.14,0.0
20230102:2030,246.13,98.69,30.82,32.35,17.6,0.34,0.0
20230102:2130,123.76,64.47,13.44,19.35,16.52,0.41,0.0
20230102:2230,226.15,42.98,4.64,5.86,15.48,0.0,0.0
20230102:2330,0.0,0.0,0.0,0.0,14.66,0.28,0.0
20230103:0030,0.0,0.0,0.0,0.0,14.15,0.28,0.0
20230103:0130,0.0,0.0,0.0,0.0,13.68,0.34,0.0
20230103:0230,0.0,0.0,0.0,0.0,12.95,0.62,0.0
20230103:0330,0.0,0.0,0.0,0.0,13.17,0.48,0.0
20230103:0430,0.0,0.0,0.0,0.0,12.74,0.41,0.0
20230103:0530,0.0,0.0,0.0,0.0,12.51,0.41,0.0
20230103:0630,0.0,0.0,0.0,0.0,12.44,0.28,0.0
20230103:0730,0.0,0.0,0.0,0.0,11.96,0.21,0.0
20230103:0830,0.0,0.0,0.0,0.0,11.31,0.28,0.0
20230103:0930,0.0,0.0,0.0,0.0,10.94,0.41,0.0
20230103:1030,0.0,0.0,0.0,0.0,10.86,0.34,0.0
20230103:1130,0.0,6.14,1.72,2.96,10.97,0.28,0.0
20230103:1230,0.0,27.64,7.77,16.53,11.92,0.28,0.0
20230103:1330,0.0,44.46,12.49,29.67,13.61,0.28,0.0
20230103:1430,0.0,48.52,13.63,41.98,19.28,0.28,0.0
20230103:1530,0.0,69.42,19.5,52.61,16.83,0.34,0.0
20230103:1630,0.0,63.19,17.75,59.66,15.51,0.34,0.0
20230103:1730,22.51,121.08,45.13,60.45,17.78,0.55,0.0
20230103:1830,15.01,131.35,29.56,54.56,16.97,0.97,0.0
20230103:1930,22.52,85.99,19.51,44.52,16.13,0.55,0.0
20230103:2030,68.28,106.99,23.51,32.48,15.27,0.62,0.0
20230103:2130,156.67,84.12,16.49,19.47,15.57,0.34,0.0
20230103:2230,128.85,39.63,4.38,5.98,14.78,0.55,0.0
20230103:2330,0.0,0.0,0.0,0.0,13.68,0.41,0.0
20230104:0030,0.0,0.0,0.0,0.0,13.23,0.41,0.0
20230104:0130,0.0,0.0,0.0,0.0,12.77,0.28,0.0
20230104:0230,0.0,0.0,0.0,0.0,13.33,0.14,0.0
20230104:0330,0.0,0.0,0.0,0.0,13.16,0.28,0.0
20230104:0430,0.0,0.0,0.0,0.0,12.61,0.21,0.0
20230104:0530,0.0,0.0,0.0,0.0,12.46,0.14,0.0
20230104:0630,0.0,0.0,0.0,0.0,12.28,0.21,0.0
20230104:0730,0.0,0.0,0.0,0.0,12.0,0.28,0.0
20230104:0830,0.0,0.0,0.0,0.0,11.79,0.28,0.0
20230104:0930,0.0,0.0,0.0,0.0,11.78,0.34,0.0
20230104:1030,0.0,0.0,0.0,0.0,11.52,0.34,0.0
20230104:1130,0.0,5.73,1.61,2.88,11.12,0.34,0.0
20230104:1230,0.0,32.45,9.12,16.45,11.11,0.34,0.0
20230104:1330,0.0,49.89,14.01,29.61,15.48,0.48,0.0
20230104:1430,0.0,46.42,13.04,41.95,14.81,0.34,0.0
20230104:1530,0.0,62.96,17.69,52.61,16.23,0.28,0.0
20230104:1630,0.0,52.12,14.64,59.72,16.87,0.34,0.0
20230104:1730,59.76,89.13,75.68,60.57,17.31,0.14,0.0
20230104:1830,152.17,95.45,54.36,54.7,18.76,0.07,0.0
20230104:1930,140.32,132.1,39.62,44.66,18.27,0.48,0.0
20230104:2030,118.79,58.66,18.09,32.61,17.64,0.34,0.0
20230104:2130,177.13,50.14,12.92,19.6,15.9,0.55,0.0
20230104:2230,120.89,28.3,3.6,6.09,15.5,0.69,0.0
20230104:2330,0.0,0.0,0.0,0.0,14.98,0.69,0.0
20230105:0030,0.0,0.0,0.0,0.0,14.34,0.62,0.0
20230105:0130,0.0,0.0,0.0,0.0,13.82,0.55,0.0
20230105:0230,0.0,0.0,0.0,0.0,13.53,0.55,0.0
20230105:0330,0.0,0.0,0.0,0.0,12.74,0.55,0.0
20230105:0430,0.0,0.0,0.0,0.0,12.58,0.55,0.0
20230105:0530,0.0,0.0,0.0,0.0,12.36,0.62,0.0
20230105:0630,0.0,0.0,0.0,0.0,11.35,0.69,0.0
20230105:0730,0.0,0.0,0.0,0.0,11.96,0.62,0.0
20230105:0830,0.0,0.0,0.0,0.0,12.23,0.62,0.0
20230105:0930,0.0,0.0,0.0,0.0,12.39,0.62,0.0
20230105:1030,0.0,0.0,0.0,0.0,12.11,0.62,0.0
20230105:1130,0.0,2.94,0.82,2.79,11.93,0.62,0.0
20230105:1230,0.0,14.88,4.18,16.38,12.39,0.62,0.0
20230105:1330,0.0,34.66,9.73,29.56,14.5,0.62,0.0
20230105:1430,0.0,57.48,16.14,41.93,14.84,0.55,0.0
20230105:1530,0.0,56.71,15.93,52.63,16.79,0.55,0.0
20230105:1630,0.0,70.77,19.88,59.79,17.76,0.55,0.0
20230105:1730,57.06,72.48,70.52,60.7,18.78,0.41,0.0
20230105:1830,56.58,121.84,36.99,54.85,19.26,0.21,0.0
20230105:1930,122.32,127.11,37.06,44.8,17.7,0.34,0.0
20230105:2030,165.37,111.6,28.53,32.75,16.87,0.34,0.0
20230105:2130,69.14,59.69,12.13,19.72,16.71,0.07,0.0
20230105:2230,79.98,21.44,3.06,6.21,15.3,0.34,0.0
20230105:2330,0.0,0.0,0.0,0.0,14.42,0.14,0.0
20230106:0030,0.0,0.0,0.0,0.0,14.07,0.28,0.0
20230106:0130,0.0,0.0,0.0,0.0,14.15,0.07,0.0
20230106:0230,0.0,0.0,0.0,0.0,13.75,0.07,0.0
20230106:0330,0.0,0.0,0.0,0.0,13.44,0.0,0.0
20230106:0430,0.0,0.0,0.0,0.0,12.92,0.41,0.0
20230106:0530,0.0,0.0,0.0,0.0,13.09,0.34,0.0
20230106:0630,0.0,0.0,0.0,0.0,12.67,0.48,0.0
20230106:0730,0.0,0.0,0.0,0.0,12.14,0.55,0.0
20230106:0830,0.0,0.0,0.0,0.0,11.67,0.69,0.0
20230106:0930,0.0,0.0,0.0,0.0,11.63,0.83,0.0
20230106:1030,0.0,0.0,0.0,0.0,11.25,0.97,0.0
20230106:1130,0.0,4.18,1.17,2.71,10.97,0.97,0.0
20230106:1230,0.0,28.68,8.06,16.32,11.98,0.69,0.0
20230106:1330,0.0,44.27,12.43,29.51,16.17,0.76,0.0
20230106:1430,0.0,43.95,12.34,41.91,15.21,0.83,0.0
20230106:1530,0.0,65.11,18.29,52.64,16.37,0.69,0.0
20230106:1630,0.0,88.48,24.86,59.87,18.31,0.48,0.0
20230106:1730,42.87,93.48,61.4,60.83,18.68,0.48,0.0
20230106:1830,134.64,123.96,55.55,55.0,18.95,0.34,0.0
20230106:1930,125.7,150.93,41.41,44.95,18.15,0.62,0.0
20230106:2030,157.09,128.77,30.7,32.88,16.68,0.48,0.0
20230106:2130,93.24,50.31,11.11,19.85,17.11,0.28,0.0
20230106:2230,115.36,28.37,3.7,6.33,15.8,0.0,0.0
20230106:2330,0.0,0.0,0.0,0.0,14.31,0.34,0.0
20230107:0030,0.0,0.0,0.0,0.0,13.59,0.48,0.0
20230107:0130,0.0,0.0,0.0,0.0,13.43,0.41,0.0
20230107:0230,0.0,0.0,0.0,0.0,13.65,0.21,0.0
20230107:0330,0.0,0.0,0.0,0.0,13.36,0.34,0.0
20230107:0430,0.0,0.0,0.0,0.0,13.73,0.34,0.0
20230107:0530,0.0,0.0,0.0,0.0,13.31,0.41,0.0
20230107:0630,0.0,0.0,0.0,0.0,13.59,0.34,0.0
20230107:0730,0.0,0.0,0.0,0.0,13.19,0.34,0.0
20230107:0830,0.0,0.0,0.0,0.0,13.58,0.34,0.0
20230107:0930,0.0,0.0,0.0,0.0,13.05,0.76,0.0
20230107:1030,0.0,0.0,0.0,0.0,12.99,0.69,0.0
20230107:1130,0.0,2.69,0.76,2.63,13.07,0.48,0.0
20230107:1230,0.0,15.54,4.37,16.25,13.5,0.48,0.0
20230107:1330,0.0,37.79,10.62,29.47,13.81,0.34,0.0
20230107:1430,0.0,45.37,12.74,41.89,14.91,0.55,0.0
20230107:1530,0.0,100.3,28.17,52.67,15.64,0.41,0.0
20230107:1630,0.0,94.25,26.47,59.96,16.78,0.34,0.0
20230107:1730,23.64,124.25,48.7,60.97,16.89,0.34,0.0
20230107:1830,33.41,125.17,32.56,55.16,17.56,0.14,0.0
20230107:1930,84.69,123.75,32.82,45.1,16.85,0.55,0.0
20230107:2030,146.14,134.39,31.13,33.02,16.87,0.21,0.0
20230107:2130,193.85,87.12,17.74,19.97,16.48,0.14,0.0
20230107:2230,160.1,38.45,4.54,6.44,15.85,0.14,0.0
20230107:2330,0.0,0.0,0.0,0.0,15.34,0.48,0.0
20230108:0030,0.0,0.0,0.0,0.0,14.3,0.28,0.0
20230108:0130,0.0,0.0,0.0,0.0,14.03,0.55,0.0
20230108:0230,0.0,0.0,0.0,0.0,13.3,0.69,0.0
20230108:0330,0.0,0.0,0.0,0.0,11.9,0.76,0.0
20230108:0430,0.0,0.0,0.0,0.0,11.83,0.69,0.0
20230108:0530,0.0,0.0,0.0,0.0,11.71,0.69,0.0
20230108:0630,0.0,0.0,0.0,0.0,11.09,0.76,0.0
20230108:0730,0.0,0.0,0.0,0.0,10.87,0.62,0.0
20230108:0830,0.0,0.0,0.0,0.0,11.11,0.48,0.0
20230108:0930,0.0,0.0,0.0,0.0,10.77,0.48,0.0
20230108:1030,0.0,0.0,0.0,0.0,10.75,0.48,0.0
20230108:1130,0.0,4.25,1.19,2.56,10.45,0.55,0.0
20230108:1230,0.0,31.22,8.77,16.19,10.79,0.55,0.0
20230108:1330,0.0,62.96,17.69,29.43,13.6,0.62,0.0
20230108:1430,0.0,84.87,23.84,41.88,13.88,0.9,0.0
20230108:1530,0.0,114.81,32.25,52.7,15.31,0.97,0.0
20230108:1630,0.0,107.6,30.22,60.05,16.89,0.9,0.0
20230108:1730,31.16,155.65,63.45,61.12,18.05,0.69,0.0
20230108:1830,23.42,188.19,42.62,55.32,19.08,0.55,0.0
20230108:1930,23.2,155.97,33.14,45.26,16.36,0.0,0.0
20230108:2030,169.08,134.6,32.22,33.16,16.64,0.14,0.0
20230108:2130,68.88,75.02,14.63,20.1,16.21,0.34,0.0
20230108:2230,203.33,53.76,5.63,6.56,15.82,0.48,0.0
20230108:2330,0.0,0.0,0.0,0.0,15.05,0.69,0.0
20230109:0030,0.0,0.0,0.0,0.0,14.16,0.34,0.0
20230109:0130,0.0,0.0,0.0,0.0,13.76,0.0,0.0
20230109:0230,0.0,0.0,0.0,0.0,13.34,0.28,0.0
20230109:0330,0.0,0.0,0.0,0.0,12.34,0.55,0.0
20230109:0430,0.0,0.0,0.0,0.0,11.9,0.41,0.0
20230109:0530,0.0,0.0,0.0,0.0,10.55,0.55,0.0
20230109:0630,0.0,0.0,0.0,0.0,10.51,0.41,0.0
20230109:0730,0.0,0.0,0.0,0.0,11.93,0.14,0.0
20230109:0830,0.0,0.0,0.0,0.0,11.4,0.14,0.0
20230109:0930,0.0,0.0,0.0,0.0,11.54,0.21,0.0
20230109:1030,0.0,0.0,0.0,0.0,11.07,0.48,0.0
20230109:1130,0.0,4.98,1.4,2.48,11.24,0.55,0.0
20230109:1230,0.0,27.18,7.63,16.13,11.63,0.41,0.0
20230109:1330,0.0,40.16,11.28,29.39,15.81,0.55,0.0
20230109:1430,0.0,41.49,11.66,41.87,14.83,0.21,0.0
20230109:1530,0.0,68.35,19.2,52.74,16.5,0.28,0.0
20230109:1630,0.0,69.12,19.41,60.15,17.15,0.48,0.0
20230109:1730,28.84,134.4,57.31,61.27,18.4,0.69,0.0
20230109:1830,55.88,165.52,45.37,55.49,17.97,0.76,0.0
20230109:1930,93.39,161.07,40.27,45.41,17.94,0.34,0.0
20230109:2030,69.89,81.66,19.42,33.3,16.14,0.21,0.0
20230109:2130,42.45,43.16,9.16,20.23,15.65,0.21,0.0
20230109:2230,15.71,15.6,2.83,6.67,14.98,0.21,0.0
20230109:2330,0.0,0.0,0.0,0.0,14.28,0.48,0.0
20230110:0030,0.0,0.0,0.0,0.0,13.67,0.34,0.0
20230110:0130,0.0,0.0,0.0,0.0,13.23,0.21,0.0
20230110:0230,0.0,0.0,0.0,0.0,12.81,0.14,0.0
20230110:0330,0.0,0.0,0.0,0.0,12.81,0.14,0.0
20230110:0430,0.0,0.0,0.0,0.0,12.9,0.0,0.0
20230110:0530,0.0,0.0,0.0,0.0,12.99,0.14,0.0
20230110:0630,0.0,0.0,0.0,0.0,13.05,0.28,0.0
20230110:0730,0.0,0.0,0.0,0.0,13.31,0.14,0.0
20230110:0830,0.0,0.0,0.0,0.0,13.17,0.07,0.0
20230110:0930,0.0,0.0,0.0,0.0,13.21,0.07,0.0
20230110:1030,0.0,0.0,0.0,0.0,13.19,0.0,0.0
20230110:1130,0.0,1.66,0.47,2.41,12.91,0.14,0.0
20230110:1230,0.0,9.95,2.8,16.08,13.12,0.07,0.0
20230110:1330,0.0,20.83,5.85,29.35,13.11,0.0,0.0
20230110:1430,0.0,36.26,10.18,41.86,13.31,0.21,0.0
20230110:1530,0.0,49.95,14.03,52.78,13.87,0.41,0.0
20230110:1630,0.0,67.48,18.96,60.25,13.87,0.34,0.0
20230110:1730,1.63,72.46,16.27,61.43,16.4,0.62,0.0
20230110:1830,32.17,142.08,35.69,55.66,14.95,0.62,0.0
20230110:1930,45.83,97.95,24.33,45.57,15.59,0.14,0.0
20230110:2030,56.36,87.78,19.88,33.45,22.09,0.07,0.0
20230110:2130,80.29,62.6,12.87,20.36,17.46,0.14,0.0
20230110:2230,61.46,23.15,3.48,6.79,15.53,0.07,0.0
20230110:2330,0.0,0.0,0.0,0.0,14.18,0.41,0.0
20230111:0030,0.0,0.0,0.0,0.0,13.49,0.14,0.0
20230111:0130,0.0,0.0,0.0,0.0,13.03,0.34,0.0
20230111:0230,0.0,0.0,0.0,0.0,12.84,0.21,0.0
20230111:0330,0.0,0.0,0.0,0.0,12.2,0.55,0.0
20230111:0430,0.0,0.0,0.0,0.0,11.99,0.34,0.0
20230111:0530,0.0,0.0,0.0,0.0,11.89,0.28,0.0
20230111:0630,0.0,0.0,0.0,0.0,11.74,0.34,0.0
20230111:0730,0.0,0.0,0.0,0.0,11.52,0.62,0.0
20230111:0830,0.0,0.0,0.0,0.0,11.58,0.41,0.0
20230111:0930,0.0,0.0,0.0,0.0,11.55,0.48,0.0
20230111:1030,0.0,0.0,0.0,0.0,11.61,0.48,0.0
20230111:1130,0.0,4.84,1.36,2.34,11.68,0.48,0.0
20230111:1230,0.0,29.16,8.19,16.02,12.17,0.48,0.0
20230111:1330,0.0,62.98,17.69,29.32,13.42,0.55,0.0
20230111:1430,0.0,77.27,21.71,41.86,14.31,0.55,0.0
20230111:1530,0.0,79.34,22.29,52.82,15.91,0.62,0.0
20230111:1630,0.0,77.29,21.71,60.36,16.45,0.41,0.0
20230111:1730,45.56,129.73,76.87,61.6,18.37,0.34,0.0
20230111:1830,148.97,147.81,64.29,55.83,19.51,0.21,0.0
20230111:1930,213.91,139.63,49.48,45.73,17.22,0.55,0.0
20230111:2030,147.86,94.27,25.51,33.59,17.32,0.28,0.0
20230111:2130,150.63,84.0,16.89,20.49,16.17,0.14,0.0
20230111:2230,87.12,20.46,3.18,6.9,15.13,0.34,0.0
20230111:2330,0.0,0.0,0.0,0.0,14.38,0.41,0.0
20230112:0030,0.0,0.0,0.0,0.0,13.98,0.48,0.0
20230112:0130,0.0,0.0,0.0,0.0,13.4,0.48,0.0
20230112:0230,0.0,0.0,0.0,0.0,12.98,0.55,0.0
20230112:0330,0.0,0.0,0.0,0.0,13.04,0.41,0.0
20230112:0430,0.0,0.0,0.0,0.0,12.89,0.55,0.0
20230112:0530,0.0,0.0,0.0,0.0,12.51,0.48,0.0
20230112:0630,0.0,0.0,0.0,0.0,12.21,0.55,0.0
20230112:0730,0.0,0.0,0.0,0.0,11.99,0.55,0.0
20230112:0830,0.0,0.0,0.0,0.0,11.61,0.69,0.0
20230112:0930,0.0,0.0,0.0,0.0,11.49,0.69,0.0
20230112:1030,0.0,0.0,0.0,0.0,11.77,0.62,0.0
20230112:1130,0.0,6.18,1.74,2.27,11.71,0.48,0.0
20230112:1230,0.0,33.41,9.38,15.98,12.14,0.28,0.0
20230112:1330,0.0,49.41,13.88,29.3,13.59,0.21,0.0
20230112:1430,0.0,77.48,21.76,41.87,14.78,0.34,0.0
20230112:1530,0.0,74.3,20.87,52.88,16.29,0.34,0.0
20230112:1630,0.0,81.26,22.82,60.48,18.01,0.34,0.0
20230112:1730,53.12,73.73,74.98,61.77,18.73,0.34,0.0
20230112:1830,127.46,115.84,53.66,56.01,18.84,0.48,0.0
20230112:1930,283.02,128.12,55.99,45.9,17.65,0.62,0.0
20230112:2030,289.52,93.23,33.84,33.74,18.38,0.55,0.0
20230112:2130,234.65,84.43,18.72,20.62,17.08,0.34,0.0
20230112:2230,192.92,43.96,5.32,7.02,16.0,0.34,0.0
20230112:2330,0.0,0.0,0.0,0.0,14.94,0.69,0.0
20230113:0030,0.0,0.0,0.0,0.0,14.1,0.69,0.0
20230113:0130,0.0,0.0,0.0,0.0,13.62,0.62,0.0
20230113:0230,0.0,0.0,0.0,0.0,13.33,0.34,0.0
20230113:0330,0.0,0.0,0.0,0.0,13.13,0.48,0.0
20230113:0430,0.0,0.0,0.0,0.0,11.98,0.55,0.0
20230113:0530,0.0,0.0,0.0,0.0,11.68,0.34,0.0
20230113:0630,0.0,0.0,0.0,0.0,11.69,0.41,0.0
20230113:0730,0.0,0.0,0.0,0.0,11.24,0.62,0.0
20230113:0830,0.0,0.0,0.0,0.0,11.56,0.48,0.0
20230113:0930,0.0,0.0,0.0,0.0,10.99,0.55,0.0
20230113:1030,0.0,0.0,0.0,0.0,10.7,0.69,0.0
20230113:1130,0.0,6.05,1.7,2.21,11.11,0.62,0.0
20230113:1230,0.0,35.05,9.84,15.93,11.53,0.69,0.0
20230113:1330,0.0,49.59,13.93,29.28,13.03,0.55,0.0
20230113:1430,0.0,76.24,21.41,41.88,14.99,0.41,0.0
20230113:1530,0.0,70.92,19.92,52.93,16.72,0.21,0.0
20230113:1630,0.0,51.37,14.43,60.61,18.1,0.34,0.0
20230113:1730,55.5,66.86,77.64,61.95,18.71,0.41,0.0
20230113:1830,158.16,145.8,66.73,56.2,19.81,0.41,0.0
20230113:1930,226.18,121.86,48.54,46.06,19.49,0.28,0.0
20230113:2030,203.48,104.41,30.17,33.88,16.94,0.41,0.0
20230113:2130,162.02,72.82,15.82,20.75,16.22,0.34,0.0
20230113:2230,108.11,30.9,4.25,7.13,16.05,0.41,0.0
20230113:2330,0.0,0.0,0.0,0.0,14.52,0.14,0.0
20230114:0030,0.0,0.0,0.0,0.0,13.72,0.41,0.0
20230114:0130,0.0,0.0,0.0,0.0,13.41,0.48,0.0
20230114:0230,0.0,0.0,0.0,0.0,12.56,0.55,0.0
20230114:0330,0.0,0.0,0.0,0.0,12.61,0.34,0.0
20230114:0430,0.0,0.0,0.0,0.0,11.46,0.62,0.0
20230114:0530,0.0,0.0,0.0,0.0,11.06,0.69,0.0
20230114:0630,0.0,0.0,0.0,0.0,10.92,0.76,0.0
20230114:0730,0.0,0.0,0.0,0.0,11.4,0.62,0.0
20230114:0830,0.0,0.0,0.0,0.0,11.13,0.76,0.0
20230114:0930,0.0,0.0,0.0,0.0,10.89,0.9,0.0
20230114:1030,0.0,0.0,0.0,0.0,10.98,0.83,0.0
20230114:1130,0.0,4.97,1.39,2.15,11.03,0.83,0.0
20230114:1230,0.0,29.8,8.37,15.89,11.97,0.76,0.0
20230114:1330,0.0,56.43,15.85,29.26,13.37,0.83,0.0
20230114:1430,0.0,64.17,18.02,41.89,14.89,0.76,0.0
20230114:1530,0.0,57.16,16.06,53.0,16.54,0.76,0.0
20230114:1630,0.0,56.64,15.91,60.74,17.73,0.55,0.0
20230114:1730,42.56,107.5,71.76,62.14,18.77,0.55,0.0
20230114:1830,121.47,151.91,58.92,56.39,19.3,0.62,0.0
20230114:1930,132.78,167.6,45.55,46.23,18.09,0.48,0.0
20230114:2030,96.22,116.21,26.59,34.03,18.29,0.28,0.0
20230114:2130,0.24,32.63,6.55,20.87,17.15,0.62,0.0
20230114:2230,0.73,11.68,2.34,7.24,15.53,0.9,0.0
20230114:2330,0.0,0.0,0.0,0.0,14.42,0.62,0.0
20230115:0030,0.0,0.0,0.0,0.0,13.82,0.21,0.0
20230115:0130,0.0,0.0,0.0,0.0,13.61,0.14,0.0
20230115:0230,0.0,0.0,0.0,0.0,13.08,0.41,0.0
20230115:0330,0.0,0.0,0.0,0.0,12.7,0.55,0.0
20230115:0430,0.0,0.0,0.0,0.0,12.6,0.76,0.0
20230115:0530,0.0,0.0,0.0,0.0,12.56,0.76,0.0
20230115:0630,0.0,0.0,0.0,0.0,12.65,0.76,0.0
20230115:0730,0.0,0.0,0.0,0.0,12.26,0.41,0.0
20230115:0830,0.0,0.0,0.0,0.0,12.1,0.48,0.0
20230115:0930,0.0,0.0,0.0,0.0,11.59,0.55,0.0
20230115:1030,0.0,0.0,0.0,0.0,11.61,0.55,0.0
20230115:1130,0.0,4.98,1.4,2.09,10.73,0.76,0.0
20230115:1230,0.0,31.67,8.89,15.85,11.18,0.62,0.0
20230115:1330,0.0,54.72,15.37,29.24,13.54,0.83,0.0
20230115:1430,0.0,58.58,16.46,41.91,15.19,1.1,0.0
20230115:1530,0.0,48.35,13.58,53.07,17.5,1.24,0.0
20230115:1630,0.0,57.74,16.22,60.88,18.14,1.1,0.0
20230115:1730,52.89,53.98,74.16,62.33,19.45,1.1,0.0
20230115:1830,198.26,93.12,68.62,56.58,19.95,1.17,0.0
20230115:1930,281.12,107.71,53.44,46.4,19.72,1.03,0.0
20230115:2030,221.99,120.42,33.53,34.18,18.28,0.83,0.0
20230115:2130,245.99,82.79,19.07,21.0,17.28,0.62,0.0
20230115:2230,167.76,46.38,5.62,7.35,16.39,0.34,0.0
20230115:2330,0.0,0.0,0.0,0.0,15.64,0.48,0.0
20230116:0030,0.0,0.0,0.0,0.0,14.93,0.41,0.0
20230116:0130,0.0,0.0,0.0,0.0,14.12,0.41,0.0
20230116:0230,0.0,0.0,0.0,0.0,13.39,0.55,0.0
20230116:0330,0.0,0.0,0.0,0.0,13.36,0.55,0.0
20230116:0430,0.0,0.0,0.0,0.0,13.33,0.48,0.0
20230116:0530,0.0,0.0,0.0,0.0,13.55,0.41,0.0
20230116:0630,0.0,0.0,0.0,0.0,13.35,0.21,0.0
20230116:0730,0.0,0.0,0.0,0.0,12.74,1.03,0.0
20230116:0830,0.0,0.0,0.0,0.0,12.23,0.76,0.0
20230116:0930,0.0,0.0,0.0,0.0,11.74,0.83,0.0
20230116:1030,0.0,0.0,0.0,0.0,11.8,0.62,0.0
20230116:1130,0.0,6.14,1.72,2.03,11.2,0.69,0.0
20230116:1230,0.0,32.91,9.24,15.81,11.38,0.48,0.0
20230116:1330,0.0,51.91,14.58,29.23,13.51,0.48,0.0
20230116:1430,0.0,48.27,13.56,41.94,15.29,0.48,0.0
20230116:1530,0.0,69.4,19.49,53.14,16.49,0.41,0.0
20230116:1630,0.0,64.17,18.02,61.02,18.36,0.48,0.0
20230116:1730,42.15,77.74,67.01,62.53,19.27,0.41,0.0
20230116:1830,142.47,94.58,54.58,56.78,19.39,0.34,0.0
20230116:1930,268.16,108.34,52.08,46.58,17.99,0.28,0.0
20230116:2030,378.62,123.94,43.56,34.33,18.22,0.21,0.0
20230116:2130,239.55,97.49,20.53,21.13,17.91,0.41,0.0
20230116:2230,195.14,57.86,6.5,7.46,16.61,0.41,0.0
20230116:2330,0.0,0.0,0.0,-6.44,15.88,0.34,0.0
20230117:0030,0.0,0.0,0.0,0.0,14.83,0.48,0.0
20230117:0130,0.0,0.0,0.0,0.0,14.28,0.48,0.0
20230117:0230,0.0,0.0,0.0,0.0,14.1,0.41,0.0
20230117:0330,0.0,0.0,0.0,0.0,13.12,0.55,0.0
20230117:0430,0.0,0.0,0.0,0.0,12.55,0.55,0.0
20230117:0530,0.0,0.0,0.0,0.0,12.08,0.69,0.0
20230117:0630,0.0,0.0,0.0,0.0,11.8,0.69,0.0
20230117:0730,0.0,0.0,0.0,0.0,11.96,0.69,0.0
